Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
Ueckermünde	2018-04-14	7.3	11.3	14	0.4	0.1	4.2	12
Ueckermünde	2018-04-15	6.8	9.6	14.5	0	6.1	3.4	8.8
Ueckermünde	2018-04-16	4.7	8	9.6	0.9	0	2.4	6
Ueckermünde	2018-04-17	4.4	10.2	16.4	0	9.3	2.6	15.2
Ueckermünde	2018-04-18	4.2	14.2	22.3	0	12.7	2.7	8.2
Ueckermünde	2018-04-19	7.1	13.6	20.1	0	12.7	1.8	5.8
Ueckermünde	2018-04-20	7.1	18.2	26.7	0	13	3.5	10.7
Ueckermünde	2018-04-21	5.5	13.2	17.9	0	13.2	2.8	7.7
Ueckermünde	2018-04-22	2.9	12.4	18.3	0	12.2	2.4	7
Ueckermünde	2018-04-23	8.6	15.2	21.2	0	6	4.6	12.9
Ueckermünde	2018-04-24	6.8	11.4	15	2.8	0.6	4.9	12.5
Ueckermünde	2018-04-25	5.4	11.1	18	1.7	3.4	4.9	20
Ueckermünde	2018-04-26	5.9	8.4	12.9	1.3	3.9	3.9	11.4
Ueckermünde	2018-04-27	4.1	10.8	15.5	0	7.1	3.6	9.6
Ueckermünde	2018-04-28	5.2	13.6	21.4	0	10.6	1.8	8.1
Ueckermünde	2018-04-29	9.6	14	18.3	0	12.7	2.9	10.2
Ueckermünde	2018-04-30	9.5	16.4	24.7	0	10	4.9	15.2
Ueckermünde	2018-05-01	5	11.5	16	0	7.3	6.4	16.5
Ueckermünde	2018-05-02	1	10.6	15.5	0	6.6	2.2	6.6
Ueckermünde	2018-05-03	2.6	12.2	18.3	0	9.2	2.8	10.8
Ueckermünde	2018-05-04	0.4	8.7	15	0	13.4	2.5	7.9
Ueckermünde	2018-05-05	0.4	10.4	16.4	0	14	2.5	7.8
Ueckermünde	2018-05-06	3.1	12.9	18.9	0	14.3	2.5	7.5
Ueckermünde	2018-05-07	4.2	14.3	21.2	0	14.3	2.5	8.2
Ueckermünde	2018-05-08	7.1	16	21.8	0	14.4	2.7	8.8
Ueckermünde	2018-05-09	13.7	18.1	22.7	0	14.4	3	9.7
Ueckermünde	2018-05-10	13	20.5	28	4.5	10.9	3.4	16.1
Ueckermünde	2018-05-11	12.6	13.9	15.4	0	0	2.3	9
Ueckermünde	2018-05-12	12.8	14.8	18.2	0	4.3	2.6	8.2
Ueckermünde	2018-05-13	13.1	19.3	25.1	0	14	3.4	9.4
Ueckermünde	2018-05-14	10.7	18.6	24	0	13.6	3.1	9.3
Ueckermünde	2018-05-15	9.7	15	18.7	0.9	8	3.4	9.9
Ueckermünde	2018-05-16	11.6	15.9	19.5	0	7.4	2.6	6.4
Ueckermünde	2018-05-17	10	16.4	20.9	0	14.5	2.7	8.1
Ueckermünde	2018-05-18	11	13.6	16.6	0	1.1	2.7	7.8
Ueckermünde	2018-05-19	3.8	13.7	19.1	0	12.4	3.3	9.3
Ueckermünde	2018-05-20	9.9	14.6	18.7	0	14.9	3.8	10
Ueckermünde	2018-05-21	6.4	15.9	22	0	14.6	3.4	10.9
Ueckermünde	2018-05-22	8.1	15.8	21.5	0	9.8	2.6	8.8
Ueckermünde	2018-05-23	13.4	16.6	20	0	15	4.3	10.7
Ueckermünde	2018-05-24	13.1	17.7	22.2	0	15	4.4	12
Ueckermünde	2018-05-25	13.3	16	17.6	0	14.4	4.3	10
Ueckermünde	2018-05-26	13.2	16.2	21.4	5	5.2	2.3	7.5
Ueckermünde	2018-05-27	13.6	17.1	22.8	16.4	6.6	2.8	14.8
Ueckermünde	2018-05-28	17.2	22.4	28.9	0	14.6	3	9.8
Ueckermünde	2018-05-29	18.4	23.3	28.5	0	15.4	3.1	8.8
Ueckermünde	2018-05-30	18	23	30.6	0.1	12.8	3.2	8.9
Ueckermünde	2018-05-31	16.5	20	25.1	0	13.4	3.6	11.7
Ueckermünde	2018-06-01	14.4	19.6	23.8	0	9.3	2.5	8.6
Ueckermünde	2018-06-02	13.6	20	24.4	0	13.9	2.1	6.4
Ueckermünde	2018-06-03	12.6	19.6	26	0	12.1	2.3	7.2
Ueckermünde	2018-06-04	14.8	18.5	22.9	0	11.2	3.2	9.9
Ueckermünde	2018-06-05	9	16.2	20.4	0	8.7	3.5	10.7
Ueckermünde	2018-06-06	10.3	17.1	22.4	0	15.6	3.4	11.3
Ueckermünde	2018-06-07	11.7	19.9	26.8	0	15.6	3.4	9.5
Ueckermünde	2018-06-08	9.9	20.1	26.4	0	15.5	2.9	9.1
Ueckermünde	2018-06-09	11.5	21.8	28.6	0	15	2.4	8
Ueckermünde	2018-06-10	14.9	21.6	31.1	4.1	7.8	2.2	8.8
Ueckermünde	2018-06-11	12.8	17.8	21.6	0	7.9	3.4	10.3
Ueckermünde	2018-06-12	12.3	14.8	16.6	0	0	2.9	8
Ueckermünde	2018-06-13	11.6	15.2	18.7	0.4	0.9	2.6	8.2
Ueckermünde	2018-06-14	9.8	15.8	20.6	0	8.9	2.5	6.7
Ueckermünde	2018-06-15	14.3	17.7	21.6	0	5.8	2.5	8.1
Ueckermünde	2018-06-16	11.7	19.9	24.2	0	9	2.6	7.5
Ueckermünde	2018-06-17	15.5	20.5	25.4	0	6.4	3.1	10.2
Ueckermünde	2018-06-18	14.1	19.2	24.3	0	4.5	2.5	9.5
Ueckermünde	2018-06-19	12.3	19.6	23.9	0	5.4	3.9	9.6
Ueckermünde	2018-06-20	10.3	19.4	26.1	0	9.8	3.1	9.9
Ueckermünde	2018-06-21	9.3	14.8	24.7	1.8	7.2	4.4	15.1
Ueckermünde	2018-06-22	8.8	13.8	19.9	0.2	9.1	5.1	14
Ueckermünde	2018-06-23	11.3	14.8	19.6	0	6.1	4.4	10.9
Ueckermünde	2018-06-24	10.2	14.8	18.5	0	1.8	2.3	6.2
Ueckermünde	2018-06-25	9.8	15.5	21.5	0	6.2	2.8	8.1
Ueckermünde	2018-06-26	13.3	17.3	22.6	0	9.5	3.6	8.8
Ueckermünde	2018-06-27	15.3	18.4	21.3	0	15	4.2	10.5
Ueckermünde	2018-06-28	12	19.4	22.3	0	15.6	4.2	10.9
Ueckermünde	2018-06-29	11.2	17.6	23.9	0	13.8	4.1	11.3
Ueckermünde	2018-06-30	8.4	16.2	20	0	13.5	3.7	8.7
Ueckermünde	2018-07-03	8.5	18.2	25.9	0	15.6	2.4	6.8
Ueckermünde	2018-07-04	8.2	19.1	28.4	0	15.6	2.4	7.4
Ueckermünde	2018-07-05	10.2	18.7	25.3	0	15.5	2.5	8
Ueckermünde	2018-07-06	13.8	18.9	25.7	0	8.1	3.7	10.8
Ueckermünde	2018-07-07	10.7	17.8	23.3	0	11.4	3.6	10.1
Ueckermünde	2018-07-08	14.1	19.1	23.2	0	11.7	3	7.8
Ueckermünde	2018-07-09	12.6	17.6	21.7	0	4.5	2.7	8.6
Ueckermünde	2018-07-10	11.6	16.5	20.4	26.4	1.8	2.2	7.7
Ueckermünde	2018-07-11	15.4	17.8	20.2	13.1	2.7	2.9	8.3
Ueckermünde	2018-07-12	17.2	18.2	19.2	4.5	0	4.1	11.4
Ueckermünde	2018-07-13	15.3	20.8	25.9	0	13.4	2.3	7.2
Ueckermünde	2018-07-14	11.6	17.5	21.9	0	10.1	3.1	8.9
Ueckermünde	2018-07-15	10.9	17.5	22.9	0	15	2.2	5.9
Ueckermünde	2018-07-16	11.7	20	25.4	0.1	15.1	2.2	7.4
Ueckermünde	2018-07-17	19	20.6	21.9	7.9	0	1.9	6.9
Ueckermünde	2018-07-18	18.3	20.8	24.2	1.4	2.1	3.1	8.6
Ueckermünde	2018-07-19	12.2	19.6	23.6	0	4.3	2.8	9.6
Ueckermünde	2018-07-20	12.1	18.3	24.2	0	13.4	2.3	6.8
Ueckermünde	2018-07-21	10.3	18.5	24.8	0	12.9	1.8	6.1
Ueckermünde	2018-07-22	10.8	20.3	26.3	0	10.1	2.1	7.8
Ueckermünde	2018-07-23	15.1	20.7	26.8	0	13.2	2.3	8.2
Ueckermünde	2018-07-24	15	21.9	28.1	0	12.7	2	7
Ueckermünde	2018-07-25	14.6	23.3	29.9	0	14.7	2.1	7.3
Ueckermünde	2018-07-26	15.4	23.1	28.6	0	14	2.6	7.2
Ueckermünde	2018-07-27	21.7	24.2	27.8	0	14.6	4.3	11.1
Ueckermünde	2018-07-28	18.9	24.7	29	10.5	11.4	3.1	8.9
Ueckermünde	2018-07-29	18.5	21.9	26.4	0	8.2	2.2	5.9
Ueckermünde	2018-07-30	15.4	22.8	27.8	0.1	7.4	2.6	7.9
Ueckermünde	2018-07-31	15.4	24.7	30.6	0	13.9	2.5	8.1
Ueckermünde	2018-08-01	20.2	24.7	29.1	0	7	2.1	7.3
Ueckermünde	2018-08-02	16.4	23.2	27.7	0	8.8	2.2	6.2
Ueckermünde	2018-08-03	13.9	23.3	29	0	14.4	2	5.9
Ueckermünde	2018-08-04	15.3	23	28.8	0.3	9.1	2	7.8
Ueckermünde	2018-08-05	16.9	20.4	23.8	0.1	9.1	3.9	12
Ueckermünde	2018-08-06	15.7	21	27	0	12.6	2.6	8
Ueckermünde	2018-08-07	15.9	25.8	34.4	0	14	3.5	10.6
Ueckermünde	2018-08-08	20.8	27.4	36.9	5.6	9.7	4.2	11.5
Ueckermünde	2018-08-09	17.9	23.6	26.8	6	12.9	3.2	14.4
Ueckermünde	2018-08-10	12.2	19.5	23.6	0	5.6	4.2	13.3
Ueckermünde	2018-08-11	12.8	17	22.6	0	5.8	5	14.1
Ueckermünde	2018-08-12	11.7	18.5	24.2	0	10	4	11.1
Ueckermünde	2018-08-13	17.2	22.1	27.6	0	8	3	8
Ueckermünde	2018-08-14	15.9	20.2	25	0	5.1	4	11.7
Ueckermünde	2018-08-15	14.9	19.4	23.5	0	2.4	2.9	9.4
Ueckermünde	2018-08-16	14.9	22.7	29.2	0	10.5	3.2	9.8
Ueckermünde	2018-08-17	17.1	21.8	29.9	0	11.1	3	8.8
Ueckermünde	2018-08-18	12.9	19.3	25.9	0	12.5	2.1	8.1
Ueckermünde	2018-08-19	12.1	19.9	27.2	0	10.9	2.5	9.1
Ueckermünde	2018-08-20	13.3	19.3	24.7	0.1	1.8	3.5	11.2
Ueckermünde	2018-08-21	9.6	16.7	21.9	0	12.9	2.4	6.4
Ueckermünde	2018-08-22	7.7	17.8	26.3	0	13.2	2.3	7.5
Ueckermünde	2018-08-23	10.1	21.7	32.6	0	11.8	2.2	10.3
Ueckermünde	2018-08-24	13.4	18.7	23.3	5.5	3.9	2.8	9.9
Ueckermünde	2018-08-25	9.8	14.7	21.6	2.9	3.5	2.7	8.4
Ueckermünde	2018-08-26	8.2	13.8	20.7	0	9	3.2	9.2
Ueckermünde	2018-08-27	10.4	15.7	22.1	0.5	2.3	4.6	14.9
Ueckermünde	2018-08-28	12.2	16.7	21.6	0	5.7	2.5	8
Ueckermünde	2018-08-29	11	18.9	25.2	0	11.1	2.3	8.4
Ueckermünde	2018-08-30	13.7	17.1	20.3	14.2	0.8	2.3	6.8
Ueckermünde	2018-08-31	11.4	16.5	21.1	0	3.6	3.6	13.1
Ueckermünde	2018-09-01	10.1	15.9	21.1	0	11.4	2.1	6.4
Ueckermünde	2018-09-02	9	17.2	22.2	0	10.9	3.4	10
Ueckermünde	2018-09-03	17.1	19.3	23	0	12.2	4.2	10.3
Ueckermünde	2018-09-04	16.5	18.7	21.2	0	11.2	4.1	7.9
Ueckermünde	2018-09-05	17.3	19	22	0	10.6	3.5	8.2
Ueckermünde	2018-09-06	11.6	17.8	21.8	0	7.3	3	7.8
Ueckermünde	2018-09-07	12.6	17.7	22.4	0.1	3	2.4	7.3
Ueckermünde	2018-09-08	7.4	14.7	21.2	0	11.1	3.1	11
Ueckermünde	2018-09-09	10.3	16.5	24.4	0	8.8	2.2	6.9
Ueckermünde	2018-09-10	10.3	17.6	25	0	2.9	2.6	9.3
Ueckermünde	2018-09-11	13.5	18.6	24.7	0.9	0.7	3.2	14
Ueckermünde	2018-09-12	12.7	17	20.3	0	0.2	2.8	8.5
Ueckermünde	2018-09-13	11.3	14.5	19.5	0	5.1	1.7	4
Ueckermünde	2018-09-14	8.7	15.5	19.9	0	8	2	7
Ueckermünde	2018-09-15	10.2	14.8	20.4	0	4.7	3.6	11.1
Ueckermünde	2018-09-16	8.1	14.8	21	0	9	2.7	8.1
Ueckermünde	2018-09-17	11.4	17.4	25.6	0	10.2	3	9.2
Ueckermünde	2018-09-18	10.7	20.3	29.3	0	10.7	3.6	11.4
Ueckermünde	2018-09-19	12.2	19.8	27.2	0	11	2.8	8.6
Ueckermünde	2018-09-20	13.6	19.4	26.3	0	7	3	12.2
Ueckermünde	2018-09-21	10.9	17.9	29.7	6.5	6.2	5.2	21.4
Ueckermünde	2018-09-22	9	12.2	17.5	0.4	6.2	5.6	14.4
Ueckermünde	2018-09-23	7.8	11	14.9	0.1	4.8	3.6	10.3
Ueckermünde	2018-09-24	5.2	9.2	13.3	9.1	4.9	4.7	15.3
Ueckermünde	2018-09-25	3.4	8.7	14.2	0	10	3.3	11.1
Ueckermünde	2018-09-26	4	12	16.3	0	1.1	5.7	16.5
Ueckermünde	2018-09-27	14	17.6	21.6	0.1	5.9	4.9	11.4
Ueckermünde	2018-09-28	4.7	11.9	16.1	0	8	3.6	11.2
Ueckermünde	2018-09-29	3.7	9	15.4	0	8.5	2.5	7.7
Ueckermünde	2018-09-30	2.2	9	17.6	0	7.6	3.1	9
Ueckermünde	2018-10-01	0.8	7.5	13.9	0	4.2	2.3	6.9
Ueckermünde	2018-10-02	4.9	8	10	3.2	1.6	6.2	16
Ueckermünde	2018-10-03	7.3	10.2	13.3	0.7	5	6.2	17.2
Ueckermünde	2018-10-04	5.5	11	13.9	0.1	1.6	3.6	8
Ueckermünde	2018-10-05	10.5	15.2	21.1	0	7.2	3.7	9.7
Ueckermünde	2018-10-06	7.5	13.1	21.2	1.1	10	3	7.6
Ueckermünde	2018-10-07	1	9.7	13.9	0	1.6	2.8	11.8
Ueckermünde	2018-10-08	0	7.5	14.5	0	8.7	2.8	8.1
Ueckermünde	2018-10-09	4.9	11.1	18.2	0	2.9	3	6.9
Ueckermünde	2018-10-10	6.9	13.1	19.1	0	7.8	2.1	5.4
Ueckermünde	2018-10-11	12.3	17.5	23.2	0	9	3.6	10.4
Ueckermünde	2018-10-12	10.6	16.5	23.9	0	9.8	3.2	8.6
Ueckermünde	2018-10-13	10.2	17.1	25.1	0	9.7	3	7.4
Ueckermünde	2018-10-14	8.2	16.6	23.2	0	9.5	4	12.4
Ueckermünde	2018-10-15	6.7	15	21.7	0	8.8	3.8	8.9
Ueckermünde	2018-10-16	4.8	11	18.8	0	8.9	1.5	4.2
Ueckermünde	2018-10-17	3.6	9.8	17	0	9.1	1.2	4.2
Ueckermünde	2018-10-18	3.1	9.3	13.5	0	1.8	1.8	6.1
Ueckermünde	2018-10-19	1.6	7.1	13.4	0	6.5	1.7	4.9
Ueckermünde	2018-10-20	2.4	7.9	12.5	0.2	0.8	2.6	9.8
Ueckermünde	2018-10-21	0.5	7.8	15.3	0	5.1	2.3	6.5
Ueckermünde	2018-10-22	4.8	8.6	12.6	2	2.9	3.4	10.1
Ueckermünde	2018-10-23	5.3	9.7	12.2	6	0	7.8	18.2
Ueckermünde	2018-10-24	5.1	8.1	10.7	0	6	4.7	14.6
Ueckermünde	2018-10-25	7.8	10.5	13	1.3	0.9	6.2	16.1
Ueckermünde	2018-10-26	7.1	9.5	11.8	0.5	0.3	3.9	9.6
Ueckermünde	2018-10-27	5.1	7.2	9.5	3.8	0.7	5.4	14.8
Ueckermünde	2018-10-28	4.8	6.7	9.1	0	3.5	4.1	11.4
Ueckermünde	2018-10-29	4.6	5.6	6.5	0	0	6.1	13.2
Ueckermünde	2018-10-30	6.2	13.3	21.4	0.8	3.5	5.3	15.6
Ueckermünde	2018-10-31	3.5	8.9	12.6	0	7.6	5.1	15.8
Ueckermünde	2018-11-01	2.3	7.4	11.2	0	2.6	1.8	5.5
Ueckermünde	2018-11-02	5.1	8.3	13.4	0	5.4	3.3	8
Ueckermünde	2018-11-03	-0.3	4.8	10.6	0	7.1	1.4	3.6
Ueckermünde	2018-11-04	0.6	7.7	11.1	0	0.1	2.2	6.5
Ueckermünde	2018-11-05	7.3	10.2	13.5	0	2.6	2.1	7.6
Ueckermünde	2018-11-06	3.7	10.3	16.2	0	7.8	2.9	7.2
Ueckermünde	2018-11-07	2.7	8.8	14.6	0	7.1	2.1	7.1
Ueckermünde	2018-11-08	1.8	6.3	12.5	0	1	1.5	4.7
Ueckermünde	2018-11-09	2.4	6.9	9.1	1.3	0	1.7	6.7
Ueckermünde	2018-11-10	7	8.3	9.9	0	0	3.7	8.5
Ueckermünde	2018-11-11	7.3	8	9	4.6	0	4.7	9.7
Ueckermünde	2018-11-12	8.5	10.5	12.7	0.4	0	4.3	10.3
Ueckermünde	2018-11-13	7.9	10	11.6	5.3	0	3	12.4
Ueckermünde	2018-11-14	5.7	8.5	11.1	0	0.1	3.4	9.5
Ueckermünde	2018-11-15	4	6.8	11.1	0	4.3	2.5	6.2
Ueckermünde	2018-11-16	2.2	4.9	9.2	0	7.2	2.6	8
Ueckermünde	2018-11-17	-4	1.8	5.7	0	7.1	2.1	6.2
Ueckermünde	2018-11-18	-4.7	2.3	7.9	0.5	0	3.1	13.2
Ueckermünde	2018-11-19	3.6	5.2	6.4	0.2	0	6	12.6
Ueckermünde	2018-11-20	1.2	3.3	4.3	0	0.7	5.1	11.4
Ueckermünde	2018-11-21	-0.2	0.7	1.4	0	0	3.8	9.8
Ueckermünde	2018-11-22	-0.9	-0.2	0.3	0	0	2.4	6.2
Ueckermünde	2018-11-23	-0.4	0.8	2	0	0	2.4	6.4
Ueckermünde	2018-11-24	1.7	2.8	3.8	0.1	0	1.7	4.2
Ueckermünde	2018-11-25	2.6	3.7	4.8	0	0.7	1.8	4.6
Ueckermünde	2018-11-26	-3.7	1.6	4.2	0	4.6	2	7.2
Ueckermünde	2018-11-27	-1.2	0.7	2.6	0	0	1.7	5.9
Ueckermünde	2018-11-28	-3.6	0.3	4.3	0	6.5	2.8	12.1
Ueckermünde	2018-11-29	-1.5	-0.3	1.1	0	1.6	8.2	15.6
Ueckermünde	2018-11-30	-0.3	0.3	1.5	6.4	0	6.8	16.1
Ueckermünde	2018-12-01	-0.4	0.7	2.6	0	0	4.6	9.1
Ueckermünde	2018-12-02	2.3	4.5	8	1.6	0	5.2	9.7
Ueckermünde	2018-12-03	5.9	9.9	12.1	2.1	0	3.9	8.2
Ueckermünde	2018-12-04	2.2	5.7	9.3	0	3.3	5.3	12.9
Ueckermünde	2018-12-05	0	2.2	6.6	0	6.2	3.8	8.1
Ueckermünde	2018-12-06	1.2	3.6	8.5	1.6	0	4.8	10.4
Ueckermünde	2018-12-07	8.5	10.5	11.8	9.2	0	4.4	10
Ueckermünde	2018-12-08	5.6	7.3	10	0.6	0.2	7.1	16.3
Ueckermünde	2018-12-09	4.4	6.6	7.7	5.7	0.1	5.7	13.7
Ueckermünde	2018-12-10	2.6	4.3	5.5	6.5	0.3	5.7	13
Ueckermünde	2018-12-11	2.5	3.8	4.8	3.4	0.7	4	12.1
Ueckermünde	2018-12-12	0.8	3.5	4.6	1	0.2	2.3	6.5
Ueckermünde	2018-12-13	1.2	2.6	3.5	0	0	2.5	6.2
Ueckermünde	2018-12-14	-0.5	0.4	1.6	0.1	0	2	6.4
Ueckermünde	2018-12-15	-1.8	0	0.8	0	0	1.2	5.1
Ueckermünde	2018-12-16	-1.5	-0.5	0.2	0	0	2.4	7.4
Ueckermünde	2018-12-17	-2	-0.9	0.1	0.3	0	1.7	4.1
Ueckermünde	2018-12-18	-0.1	1.3	2.5	0.2	0	2.5	7
Ueckermünde	2018-12-19	1.2	1.6	2.4	0	0	4.5	11
Ueckermünde	2018-12-20	1.9	2.9	3.9	0.3	0	2.9	6
Ueckermünde	2018-12-21	3.3	4.9	9.4	5.6	0	3.7	10.6
Ueckermünde	2018-12-22	2.8	4.8	9.4	0.7	0	4.3	17.7
Ueckermünde	2018-12-23	2.6	4.6	7.4	7.2	0	3.2	11.3
Ueckermünde	2018-12-24	-0.1	1.2	2.6	0	0	3.7	10.3
Ueckermünde	2018-12-25	2	5.5	6.7	0.2	0	5.5	12.5
Ueckermünde	2018-12-26	5.5	6.8	8.6	0	0	4.5	12.8
Ueckermünde	2018-12-27	6.2	7.2	8.5	0.2	0	5.1	10.5
Ueckermünde	2018-12-28	5.6	6.7	7.5	1.8	0	4.1	9.2
Ueckermünde	2018-12-29	5.8	6.9	8	3.7	0	4.4	9.5
Ueckermünde	2018-12-30	1.5	5.4	7.7	0.1	2.7	4.6	13.9
Ueckermünde	2018-12-31	0.1	4.1	8.1	0.3	0	2.7	10.8
Ummendorf	2018-01-01	3.4	6.6	11.3	5.3	4.7	7.2	21
Ummendorf	2018-01-02	2.2	3.8	6	6.6	0.4	4.4	10.2
Ummendorf	2018-01-03	3.7	5.5	8.2	5.8	0.9	9.8	22.9
Ummendorf	2018-01-04	4.8	5.8	7.7	3.2	0.7	7.4	19
Ummendorf	2018-01-05	2.6	6	8.6	0	0.7	7.2	20.6
Ummendorf	2018-01-06	1.9	4.4	6.5	0.1	1.6	3.2	10.1
Ummendorf	2018-01-07	-2.9	0	2.3	0	0	4.9	10.1
Ummendorf	2018-01-08	-3.9	-2.2	0.1	0	6.8	4.7	10.2
Ummendorf	2018-01-09	-2.4	0.9	3.1	0.3	0.2	4.3	11
Ummendorf	2018-01-10	-0.1	3.9	7.8	0	3.9	1.8	5.7
Ummendorf	2018-01-11	-2.4	0.6	3.3	0	0	1.2	4.5
Ummendorf	2018-01-12	0.4	1.1	2	0.1	0	2	6
Ummendorf	2018-01-13	-1.1	0.1	1.3	0.1	0	4.5	11.2
Ummendorf	2018-01-14	-3.2	-1.4	0.3	0	7	4.4	10.8
Ummendorf	2018-01-15	-1.8	1.1	3.4	0.1	2.7	6.1	15.1
Ummendorf	2018-01-16	0.4	2.3	4.8	8.8	0.6	6.2	16.7
Ummendorf	2018-01-17	-0.1	1	1.8	1	0.2	7.9	15.6
Ummendorf	2018-01-18	0.3	2.1	5.7	5.4	0.2	10.3	28.4
Ummendorf	2018-01-19	0.4	1.7	3	0.8	1.1	4.7	11.1
Ummendorf	2018-01-20	-1.4	0.4	2.3	0	1.8	2.9	6.7
Ummendorf	2018-01-21	-1.5	-0.6	1.1	0	2.5	2.4	6.3
Ummendorf	2018-01-22	-1.4	0.1	2.6	4.6	0	4.1	9.9
Ummendorf	2018-01-23	2.3	4.9	6.9	1.6	0.7	4	8.9
Ummendorf	2018-01-24	6.1	9.4	11.2	0.1	1.3	6	14
Ummendorf	2018-01-25	5.3	7.9	10.8	6.1	0	3.6	12.6
Ummendorf	2018-01-26	3.4	5.6	7.2	0.1	0	1.8	6
Ummendorf	2018-01-27	3.2	4.9	7.1	0	3.2	3.6	9.4
Ummendorf	2018-01-28	4.9	7.1	9.2	0.3	0	9.2	18.9
Ummendorf	2018-01-29	4.5	8.7	9.9	2.5	0	11.7	22.4
Ummendorf	2018-01-30	1	3.6	5.5	0	2.1	7	17.4
Ummendorf	2018-01-31	1.3	5.5	9.8	3.1	0	5.4	13.1
Ummendorf	2018-02-01	0.6	2.7	4.8	0	4.4	5.4	13.3
Ummendorf	2018-02-02	-0.1	1.9	3.5	1.5	1.5	4.6	9.9
Ummendorf	2018-02-03	-1.7	0.8	2.4	3.4	0.4	3.9	10.4
Ummendorf	2018-02-04	-2.4	-1.3	0.4	0.3	2.5	2.4	5.7
Ummendorf	2018-02-05	-4.7	-1.6	-0.3	0.1	0.3	3.1	7.8
Ummendorf	2018-02-06	-7.5	-4.3	-2.3	0	7.3	2.5	7.4
Ummendorf	2018-02-07	-3.8	-2.5	-0.4	0	3.1	2.3	5.7
Ummendorf	2018-02-08	-7.6	-3.6	0.6	0	8.2	1.4	4.1
Ummendorf	2018-02-09	-6.4	-2.8	0.2	0	6.7	2.2	6.8
Ummendorf	2018-02-10	-1.8	0.4	2	0	3	2	4.9
Ummendorf	2018-02-11	0	1.5	3.7	0.2	0.3	5.5	12.4
Ummendorf	2018-02-12	-3.1	0.8	3.1	0.2	2.5	5.9	12.3
Ummendorf	2018-02-13	-4.3	-0.6	4.4	0	8.9	2.9	5.7
Ummendorf	2018-02-14	-4.8	-0.9	3.1	0	9.3	2.4	7.4
Ummendorf	2018-02-15	-3.1	-0.7	2.3	0.4	0.2	5.3	12.1
Ummendorf	2018-02-16	-1.5	1.5	4.8	0	6.7	5.6	11.9
Ummendorf	2018-02-17	-1.9	0.9	3.7	0	0.6	1.8	5.2
Ummendorf	2018-02-18	-1.1	1.7	4.8	0	5.5	2.6	7.9
Ummendorf	2018-02-19	-1.9	0.3	3.8	0	2.7	1.2	3.2
Ummendorf	2018-02-20	-3.1	-1.1	2.1	0	4.2	2.6	6.9
Ummendorf	2018-02-21	-4.8	-1.5	2.7	0	6.6	3	7.5
Ummendorf	2018-02-22	-4	-1.7	2	0	4.5	2.9	7.1
Ummendorf	2018-02-23	-6	-2.7	-0.1	0	9.3	4.2	9.9
Ummendorf	2018-02-24	-7.4	-3.7	0.5	0	6.3	5.2	15
Ummendorf	2018-02-25	-9.8	-5.9	-2.6	0	6.6	3.6	8.4
Ummendorf	2018-02-26	-10.8	-6.5	-2.9	0.3	2.9	4.4	10.9
Ummendorf	2018-02-27	-13.3	-8.7	-4.6	0.3	5.1	2.6	10.5
Ummendorf	2018-02-28	-13.2	-9.8	-6.9	0	3.5	6.1	12.6
Ummendorf	2018-03-01	-11.8	-8.5	-4.4	0	10.3	7.5	13.4
Ummendorf	2018-03-02	-12.8	-8.4	-3.7	0	9.7	5.8	11.4
Ummendorf	2018-03-03	-12.1	-7.1	-1.7	0	9	4.9	11.4
Ummendorf	2018-03-04	-7.2	-1.6	5.1	1	4.6	4.5	9.9
Ummendorf	2018-03-05	-0.6	4.3	10.5	0	8.8	3	6.8
Ummendorf	2018-03-06	-3.7	0.1	3.6	7.4	4.5	2.4	6.5
Ummendorf	2018-03-07	-0.2	0.7	2.6	0.9	0.4	1.4	5.6
Ummendorf	2018-03-08	1.2	4.4	9	6	4.9	6	15.2
Ummendorf	2018-03-09	2	4.3	8.1	1.3	6	6.3	14.7
Ummendorf	2018-03-10	1.7	7.6	13.4	0.2	1.6	2.6	6.9
Ummendorf	2018-03-11	5	10.5	14.9	0	4.8	2.7	9.2
Ummendorf	2018-03-12	6.8	8.8	10.4	6	0	3.5	11.4
Ummendorf	2018-03-13	3.1	6.9	10.1	0.9	0.5	6.2	13.2
Ummendorf	2018-03-14	2.4	3.3	4.5	0	0	3.9	9.7
Ummendorf	2018-03-15	1	3.2	6.9	0	2	6.6	14
Ummendorf	2018-03-16	-4.6	-1	2.2	5.6	0	6.6	12.8
Ummendorf	2018-03-17	-6.3	-4.7	-3.3	0	3	9.2	16.2
Ummendorf	2018-03-18	-6.7	-4	-1.2	0	10.6	9.2	17.1
Ummendorf	2018-03-19	-8.5	-3	2.2	0.2	11.7	4.2	9.3
Ummendorf	2018-03-20	-5.8	-0.9	3.6	1.4	3	5.4	15
Ummendorf	2018-03-21	-4.8	0.3	5.1	0	11.3	4.4	9.8
Ummendorf	2018-03-22	0.1	2.3	4.2	0.5	0	6.5	14.7
Ummendorf	2018-03-23	1.4	3.4	6.8	0	0.3	2.8	8
Ummendorf	2018-03-24	0.9	4.5	9.3	0	3	2.7	7.4
Ummendorf	2018-03-25	-1.4	4.5	10.3	0	6.6	2.1	7.6
Ummendorf	2018-03-26	-0.5	5.4	10.7	0	3.7	3.6	9.2
Ummendorf	2018-03-27	-0.7	3.8	7.8	1.6	4.6	2.6	7.4
