Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
Neuruppin-Alt Ruppin	2021-10-08	5.5	10.6	16.9	0	NULL	1.5	6.7
Neuruppin-Alt Ruppin	2021-10-09	3.4	7.9	14.8	0	NULL	1.8	7.1
Neuruppin-Alt Ruppin	2021-10-10	0.9	6.4	14.4	0	NULL	1.5	7.8
Neuruppin-Alt Ruppin	2021-10-11	0.8	8.2	14.5	2.7	NULL	2.2	10.2
Neuruppin-Alt Ruppin	2021-10-12	3.5	8.1	12.4	0	NULL	2.7	10.2
Neuruppin-Alt Ruppin	2021-10-13	3	7.6	12.7	1.4	NULL	2.2	7.2
Neuruppin-Alt Ruppin	2021-10-14	8.6	11	13.6	2.2	NULL	2.7	10.7
Neuruppin-Alt Ruppin	2021-10-15	6.6	10.5	13	3.2	NULL	2.9	9.9
Neuruppin-Alt Ruppin	2021-10-16	5.8	8.6	11.5	0	NULL	2	5.7
Neuruppin-Alt Ruppin	2021-10-17	6	8.9	11.2	1.2	NULL	2	7.7
Neuruppin-Alt Ruppin	2021-10-18	8.2	11.1	15.2	0	NULL	1.6	7.1
Neuruppin-Alt Ruppin	2021-10-19	6.9	11.5	15.2	1	NULL	1.6	6.4
Neuruppin-Alt Ruppin	2021-10-20	12.1	14.9	16.9	0.8	NULL	3.4	10.9
Neuruppin-Alt Ruppin	2021-10-21	5.9	11.5	15.8	6.6	NULL	5.2	19.1
Neuruppin-Alt Ruppin	2021-10-22	5	6.8	9.5	2.5	NULL	5	18.1
Neuruppin-Alt Ruppin	2021-10-23	3.3	6.6	11.7	0	NULL	2.9	10.4
Neuruppin-Alt Ruppin	2021-10-24	1.1	6.9	12.4	0	NULL	1.5	8.1
Neuruppin-Alt Ruppin	2021-10-25	-1.1	4.7	11.1	0	NULL	1	5
Neuruppin-Alt Ruppin	2021-10-26	4.9	9.4	14.2	0.1	NULL	1.6	8.4
Neuruppin-Alt Ruppin	2021-10-27	10.3	12.4	14	0	NULL	2.3	8.5
Neuruppin-Alt Ruppin	2021-10-28	5.1	10.5	16.1	0	NULL	1.6	5.9
Neuruppin-Alt Ruppin	2021-10-29	1.4	7	14.8	0	NULL	1.4	4.3
Neuruppin-Alt Ruppin	2021-10-30	1.7	7.8	14.8	0	NULL	1.6	7
Neuruppin-Alt Ruppin	2021-10-31	7.1	12	16.7	0	NULL	1.9	8.5
Neuruppin-Alt Ruppin	2021-11-01	6.9	9.9	12	0.1	NULL	1.6	6
Neuruppin-Alt Ruppin	2021-11-02	4.7	7.9	10.3	0	NULL	0.9	3.5
Neuruppin-Alt Ruppin	2021-11-03	1.4	5.2	8.8	0	NULL	1.2	4.7
Neuruppin-Alt Ruppin	2021-11-04	5.8	7.2	9	31.8	NULL	3.4	12.7
Neuruppin-Alt Ruppin	2021-11-05	6.2	8.1	10.3	0.1	NULL	3.4	9.5
Neuruppin-Alt Ruppin	2021-11-06	7.2	8.6	10.2	0	NULL	4	10.8
Neuruppin-Alt Ruppin	2021-11-07	7.1	8.3	11.2	11.4	NULL	4	14.8
Neuruppin-Alt Ruppin	2021-11-08	7.3	8.5	10.1	0.6	NULL	2.9	8.5
Neuruppin-Alt Ruppin	2021-11-09	2.1	7.6	11.3	0	NULL	1.4	4.7
Neuruppin-Alt Ruppin	2021-11-10	-0.7	3.5	8.9	0	NULL	0.9	3.5
Neuruppin-Alt Ruppin	2021-11-11	-0.2	5.1	8.3	0	NULL	1.4	4.9
Neuruppin-Alt Ruppin	2021-11-12	3.6	7.4	9	0.1	NULL	1.8	6.3
Neuruppin-Alt Ruppin	2021-11-13	3.1	4.8	7.5	0	NULL	1.4	7.3
Neuruppin-Alt Ruppin	2021-11-14	3.2	5.7	6.8	0	NULL	1.6	7.5
Neuruppin-Alt Ruppin	2021-11-15	4.8	5.6	6.2	0	NULL	2.2	6.6
Neuruppin-Alt Ruppin	2021-11-16	4.6	5.4	6.2	0	NULL	1.7	6.3
Neuruppin-Alt Ruppin	2021-11-17	3.5	5.2	7.4	1.2	NULL	2.9	8.2
Neuruppin-Alt Ruppin	2021-11-18	5.2	7.5	9.7	3.5	NULL	3.8	12
Neuruppin-Alt Ruppin	2021-11-19	9.2	11.5	12.6	0.2	NULL	4.5	12.2
Neuruppin-Alt Ruppin	2021-11-20	8.7	10.5	11.7	0.6	NULL	3.9	9.5
Neuruppin-Alt Ruppin	2021-11-21	3.7	7.2	9.1	0.5	NULL	2.5	8.8
Neuruppin-Alt Ruppin	2021-11-22	-1.2	2.8	5.9	0.3	NULL	2	7.7
Neuruppin-Alt Ruppin	2021-11-23	0.4	5.6	7.8	0.9	NULL	2.5	6.5
Neuruppin-Alt Ruppin	2021-11-24	5.4	6.6	7.4	0.2	NULL	1.8	5.4
Neuruppin-Alt Ruppin	2021-11-25	4	4.9	5.8	0	NULL	2.4	8.9
Neuruppin-Alt Ruppin	2021-11-26	1.8	4.1	5.5	0	NULL	2.7	7.9
Neuruppin-Alt Ruppin	2021-11-27	-0.3	1.5	3	2.5	NULL	2.1	5.5
Neuruppin-Alt Ruppin	2021-11-28	-1.4	1.3	3.3	0	NULL	1.6	4.3
Neuruppin-Alt Ruppin	2021-11-29	1	2.2	4.3	1.5	NULL	2.1	7.1
Neuruppin-Alt Ruppin	2021-11-30	1	3.2	6.4	5.5	NULL	4.5	16
Neuruppin-Alt Ruppin	2021-12-01	0.6	5.1	8.2	5	NULL	4.8	22.7
Neuruppin-Alt Ruppin	2021-12-02	-2.1	1.7	4.8	0	NULL	5.2	18.8
Neuruppin-Alt Ruppin	2021-12-03	-1.9	0.3	2.4	1.6	NULL	4	9.9
Neuruppin-Alt Ruppin	2021-12-04	0.4	1.6	2.8	5	NULL	2.6	8.5
Neuruppin-Alt Ruppin	2021-12-05	0.2	0.4	0.9	0.7	NULL	1.7	5.7
Neuruppin-Alt Ruppin	2021-12-06	-2.4	-0.6	1.4	0	NULL	1	6
Neuruppin-Alt Ruppin	2021-12-07	-2.6	-1	-0.1	0	NULL	3	9.2
Neuruppin-Alt Ruppin	2021-12-08	-1.4	-0.3	0.5	0.1	NULL	4	10.5
Neuruppin-Alt Ruppin	2021-12-09	-2.1	-1.5	-0.6	3.3	NULL	1.9	7.1
Neuruppin-Alt Ruppin	2021-12-10	-1.4	-0.6	0.1	0	NULL	1.3	3.6
Neuruppin-Alt Ruppin	2021-12-11	-1.4	-0.1	0.5	0.3	NULL	1.6	5
Neuruppin-Alt Ruppin	2021-12-12	0.1	1.6	5.4	0.9	NULL	2	5.5
Neuruppin-Alt Ruppin	2021-12-13	4.9	6.9	9.1	0.7	NULL	1.2	3.7
Neuruppin-Alt Ruppin	2021-12-14	6.6	7	7.8	0.7	NULL	1.9	5.6
Neuruppin-Alt Ruppin	2021-12-15	7.4	8.3	9.3	0	NULL	2.7	6.9
Neuruppin-Alt Ruppin	2021-12-16	4.3	7.3	10	0	NULL	2.7	8.6
Neuruppin-Alt Ruppin	2021-12-17	3.4	4.9	5.9	0	NULL	2.4	7
Neuruppin-Alt Ruppin	2021-12-18	4.7	5.9	7.9	0.2	NULL	2.6	10.7
Neuruppin-Alt Ruppin	2021-12-19	0.3	5.5	7.3	2.4	NULL	3.7	13.1
Neuruppin-Alt Ruppin	2021-12-20	-1.4	0.9	4.1	0	NULL	1.8	5.8
Neuruppin-Alt Ruppin	2021-12-21	-1.4	-0.4	0.4	0	NULL	1.2	3.7
Neuruppin-Alt Ruppin	2021-12-22	-4.4	-1.8	-0.1	0	NULL	1.8	5.8
Neuruppin-Alt Ruppin	2021-12-23	-5	-1.8	0.9	9.6	NULL	1.9	7.1
Neuruppin-Alt Ruppin	2021-12-24	-6.6	0.5	3.6	4.2	NULL	2.6	9.9
Neuruppin-Alt Ruppin	2021-12-25	-11.1	-7.1	-1.7	0	NULL	0.9	2.8
Neuruppin-Alt Ruppin	2021-12-26	-13.5	-9	-3.4	0	NULL	1.4	5.5
Neuruppin-Alt Ruppin	2021-12-27	-8.9	-4.8	-1.8	0	NULL	3.6	7.2
Neuruppin-Alt Ruppin	2021-12-28	-3.7	-1	0.7	0.8	NULL	3	7.5
Neuruppin-Alt Ruppin	2021-12-29	0.5	2.2	4.1	0.5	NULL	1.2	4.8
Neuruppin-Alt Ruppin	2021-12-30	2.7	7.5	11.6	4.2	NULL	NULL	NULL
Neuruppin-Alt Ruppin	2021-12-31	11	12	13.5	5.8	NULL	NULL	NULL
Leuchtturm Alte Weser	2021-01-01	2.8	4.3	5.2	NULL	0	6.4	11
Leuchtturm Alte Weser	2021-01-02	3.7	4.3	5.1	NULL	0	4.9	10.8
Leuchtturm Alte Weser	2021-01-03	2.5	3.6	4.5	NULL	2.4	11.4	18.9
Leuchtturm Alte Weser	2021-01-04	1.4	2.4	3.7	NULL	0.1	14.3	19.3
Leuchtturm Alte Weser	2021-01-05	2.1	2.7	3.2	NULL	0	13.2	17.4
Leuchtturm Alte Weser	2021-01-06	1.4	2.1	2.9	NULL	0	9.3	12.6
Leuchtturm Alte Weser	2021-01-07	1.6	2.3	2.7	NULL	0	4.4	7
Leuchtturm Alte Weser	2021-01-08	1.2	2.3	3.2	NULL	0.5	6.9	11.9
Leuchtturm Alte Weser	2021-01-09	1.1	2.2	4.1	NULL	0.8	4.1	9.8
Leuchtturm Alte Weser	2021-01-10	-0.5	2.2	6	NULL	0.2	9.2	16.2
Leuchtturm Alte Weser	2021-01-11	3.7	4.5	6.8	NULL	0	14.2	23.6
Leuchtturm Alte Weser	2021-01-12	4.1	5.6	6.7	NULL	3.6	13.2	23.5
Leuchtturm Alte Weser	2021-01-13	1.3	4.2	6.2	NULL	2.1	15.9	30.7
Leuchtturm Alte Weser	2021-01-14	0.7	1.6	2.5	NULL	5.7	9	16.7
Leuchtturm Alte Weser	2021-01-15	-0.6	0.3	1.9	NULL	0.3	6.3	12.5
Leuchtturm Alte Weser	2021-01-16	-0.5	0.6	2.1	NULL	0.3	6.4	11
Leuchtturm Alte Weser	2021-01-17	-0.5	0.3	4.1	NULL	0	7.5	10.7
Leuchtturm Alte Weser	2021-01-18	2.7	4.3	5.8	NULL	0	11.2	18.8
Leuchtturm Alte Weser	2021-01-19	4.1	5.6	8.4	NULL	0	11.6	19.1
Leuchtturm Alte Weser	2021-01-20	6.3	7.7	9.6	NULL	0	14.1	19.2
Leuchtturm Alte Weser	2021-01-21	4.9	7.1	8.9	NULL	3.8	16.3	35.3
Leuchtturm Alte Weser	2021-01-22	3	4.5	5.7	NULL	4.6	12.5	20.1
Leuchtturm Alte Weser	2021-01-23	2.2	3.2	4.6	NULL	0.1	8.2	14.3
Leuchtturm Alte Weser	2021-01-24	0.6	2.8	3.9	NULL	1.1	4.4	11.8
Leuchtturm Alte Weser	2021-01-25	0.5	2.8	4.3	NULL	5.4	6.1	15.1
Leuchtturm Alte Weser	2021-01-26	1.9	3.4	5.1	NULL	6	5.2	9.7
Leuchtturm Alte Weser	2021-01-27	1.2	2.6	5.5	NULL	0	8.7	13.7
Leuchtturm Alte Weser	2021-01-28	0.1	1.6	5.3	NULL	0.8	6.6	10.2
Leuchtturm Alte Weser	2021-01-29	-1.9	-0.4	0.7	NULL	0	13.2	20.2
Leuchtturm Alte Weser	2021-01-30	-1.5	0.1	2.4	NULL	7.4	5	12.1
Leuchtturm Alte Weser	2021-01-31	-1.7	-0.3	1	NULL	6.1	5.9	10.6
Leuchtturm Alte Weser	2021-02-01	-3.5	-1.8	0.8	NULL	0	6.7	13.1
Leuchtturm Alte Weser	2021-02-02	-0.2	0.9	2	NULL	0.5	4.9	11.3
Leuchtturm Alte Weser	2021-02-03	-0.1	0.6	1.5	NULL	0	9.9	14.2
Leuchtturm Alte Weser	2021-02-04	-0.4	0.8	1.6	NULL	0	9.8	14.7
Leuchtturm Alte Weser	2021-02-05	0	0.7	1.4	NULL	0	11.7	18.9
Leuchtturm Alte Weser	2021-02-06	-2.2	-0.6	0.2	NULL	0	17.4	25.7
Leuchtturm Alte Weser	2021-02-07	-3	-2.2	-1.3	NULL	0	20.5	31.4
Leuchtturm Alte Weser	2021-02-08	-2.4	-1.5	-0.6	NULL	0	17.7	24.1
Leuchtturm Alte Weser	2021-02-09	-2.8	-2.1	-1.2	NULL	4.9	13.1	19.5
Leuchtturm Alte Weser	2021-02-10	-4.2	-2.7	-1.7	NULL	0.7	8.6	12.2
Leuchtturm Alte Weser	2021-02-11	-3.4	-2.3	-1.7	NULL	3.4	5.4	10.6
Leuchtturm Alte Weser	2021-02-12	-4.8	-3.3	-1.6	NULL	9.4	7.8	11.6
Leuchtturm Alte Weser	2021-02-13	-3.6	-2	2.1	NULL	9.5	2.2	6.2
Leuchtturm Alte Weser	2021-02-14	-5.3	-2	1.2	NULL	8.6	8.7	15.4
Leuchtturm Alte Weser	2021-02-15	-0.7	0.1	2.6	NULL	0	10.3	19.6
Leuchtturm Alte Weser	2021-02-16	1.1	3.3	5.6	NULL	0	9.5	14.9
Leuchtturm Alte Weser	2021-02-17	4	5.9	8.2	NULL	0	10.3	15.2
Leuchtturm Alte Weser	2021-02-18	4.5	7.2	9.6	NULL	3.3	11.5	18.9
Leuchtturm Alte Weser	2021-02-19	3.1	5.5	8.9	NULL	8	10.2	13.6
Leuchtturm Alte Weser	2021-02-20	4.9	8.8	13.6	NULL	4.1	11.5	14.9
Leuchtturm Alte Weser	2021-02-21	6.3	11.2	15.9	NULL	9.5	8.3	13.8
Leuchtturm Alte Weser	2021-02-22	6.2	11.8	15.4	NULL	6.1	10.2	13.5
Leuchtturm Alte Weser	2021-02-23	9	12.1	14.9	NULL	1.4	8.2	13.5
Leuchtturm Alte Weser	2021-02-24	8.8	12.9	16.1	NULL	3.3	10.8	14.3
Leuchtturm Alte Weser	2021-02-25	4.6	8.6	13	NULL	6.4	9.8	15.1
Leuchtturm Alte Weser	2021-02-26	3.9	4.7	5.6	NULL	9.2	8.2	11.2
Leuchtturm Alte Weser	2021-02-27	1.9	3.8	5.9	NULL	3.1	6.8	12.6
Leuchtturm Alte Weser	2021-02-28	0.8	1.9	4.2	NULL	0.3	4.3	6.8
Leuchtturm Alte Weser	2021-03-01	0.4	1.7	3	NULL	0.1	2.8	5.9
Leuchtturm Alte Weser	2021-03-02	0.5	3.2	7.7	NULL	3	5	8
Leuchtturm Alte Weser	2021-03-03	1.7	3.9	6.7	NULL	7.1	6.6	12.2
Leuchtturm Alte Weser	2021-03-04	2.1	3.6	4.7	NULL	0.1	7.5	13.4
Leuchtturm Alte Weser	2021-03-05	1.8	3.2	4.2	NULL	10	6.5	10.6
Leuchtturm Alte Weser	2021-03-06	3.4	4	4.5	NULL	4	8.1	13.7
Leuchtturm Alte Weser	2021-03-07	2.8	3.8	4.5	NULL	0	10	15.2
Leuchtturm Alte Weser	2021-03-08	1.1	3.2	5	NULL	7.2	4.5	13.3
Leuchtturm Alte Weser	2021-03-09	0.8	1.7	2.6	NULL	0	6.2	11.4
Leuchtturm Alte Weser	2021-03-10	2.1	4.1	6.4	NULL	0	9.8	20.7
Leuchtturm Alte Weser	2021-03-11	4.8	6.8	9.5	NULL	1.3	17.9	36
Leuchtturm Alte Weser	2021-03-12	2.8	5.5	6.6	NULL	4.4	14.4	24.8
Leuchtturm Alte Weser	2021-03-13	3.4	4.9	6.8	NULL	2.4	16.3	32.9
Leuchtturm Alte Weser	2021-03-14	4.5	4.9	5.2	NULL	8.2	12	21
Leuchtturm Alte Weser	2021-03-15	4.5	4.9	5.4	NULL	3.4	11.7	18.1
Leuchtturm Alte Weser	2021-03-16	2.2	4.3	5.1	NULL	5	8.4	13.5
Leuchtturm Alte Weser	2021-03-17	1.4	3.6	4.3	NULL	7.9	6.3	14.4
Leuchtturm Alte Weser	2021-03-18	3.6	3.9	4.7	NULL	6.4	5	10.2
Leuchtturm Alte Weser	2021-03-19	1.5	3.8	5.6	NULL	9.4	5.9	10.3
Leuchtturm Alte Weser	2021-03-20	0.8	3.2	5.1	NULL	0	9.1	14.9
Leuchtturm Alte Weser	2021-03-21	4.8	5.1	6.1	NULL	5.7	13.3	20.8
Leuchtturm Alte Weser	2021-03-22	4.5	5	5.5	NULL	0.9	8	13
Leuchtturm Alte Weser	2021-03-23	4.6	5.6	7.7	NULL	0.6	6.8	11.4
Leuchtturm Alte Weser	2021-03-24	6.2	7.4	10.3	NULL	6.6	7	10.5
Leuchtturm Alte Weser	2021-03-25	5.1	7.5	11.1	NULL	6.3	4.6	9.3
Leuchtturm Alte Weser	2021-03-26	6	9.3	13.6	NULL	2.8	9.1	14
Leuchtturm Alte Weser	2021-03-27	3.4	5.7	10.2	NULL	7.8	11.8	20.1
Leuchtturm Alte Weser	2021-03-28	4.6	7.2	9.2	NULL	0.6	12.4	18
Leuchtturm Alte Weser	2021-03-29	8.6	9.9	11.5	NULL	7.2	12	18.5
Leuchtturm Alte Weser	2021-03-30	7.6	10.4	13.1	NULL	12.3	6.2	10.6
Leuchtturm Alte Weser	2021-03-31	10.1	13.6	17.6	NULL	10.9	2.8	5.7
Leuchtturm Alte Weser	2021-04-01	5	6.7	13.5	NULL	5.5	9.1	16.1
Leuchtturm Alte Weser	2021-04-02	4.3	5.5	6.2	NULL	2.3	10.7	16.3
Leuchtturm Alte Weser	2021-04-03	5.3	5.8	6.1	NULL	8.6	7.2	11.2
Leuchtturm Alte Weser	2021-04-04	5.1	5.7	6.8	NULL	0.1	10.9	22.8
Leuchtturm Alte Weser	2021-04-05	0.1	3.4	7.1	NULL	3.9	16.1	26.5
Leuchtturm Alte Weser	2021-04-06	1.1	3.1	4.4	NULL	3.5	14.3	21.5
Leuchtturm Alte Weser	2021-04-07	1.7	4	5.6	NULL	5.8	13.8	20.3
Leuchtturm Alte Weser	2021-04-08	1.7	5.2	6.8	NULL	1.5	11.8	22.2
Leuchtturm Alte Weser	2021-04-09	4.5	5.8	6.9	NULL	0	10.4	18.6
Leuchtturm Alte Weser	2021-04-10	3.3	5	7.5	NULL	8.3	5.5	16.5
Leuchtturm Alte Weser	2021-04-11	2.5	3.7	4.7	NULL	0.3	11	18.4
Leuchtturm Alte Weser	2021-04-12	2.8	4.4	5.3	NULL	9.6	9.8	19.4
Leuchtturm Alte Weser	2021-04-13	2.7	5.1	5.7	NULL	11.1	10.6	17.6
Leuchtturm Alte Weser	2021-04-14	2.8	4.9	5.6	NULL	9.9	7.3	15.4
Leuchtturm Alte Weser	2021-04-15	5	5.8	6.6	NULL	11.6	5.7	11.3
Leuchtturm Alte Weser	2021-04-16	5.2	6.4	7.6	NULL	13.2	6.7	10.7
Leuchtturm Alte Weser	2021-04-17	6.1	7	9.2	NULL	8.5	7	10.1
Leuchtturm Alte Weser	2021-04-18	7.2	8.5	10.9	NULL	11.8	6.3	9.8
Leuchtturm Alte Weser	2021-04-19	6.2	8.7	11.5	NULL	9.6	5.5	9.4
Leuchtturm Alte Weser	2021-04-20	7.4	9.2	11.6	NULL	13.6	5.2	9.8
Leuchtturm Alte Weser	2021-04-21	6	7.3	9.3	NULL	7.7	9.6	18.5
Leuchtturm Alte Weser	2021-04-22	6.1	6.5	7	NULL	10.2	14.1	19.4
Leuchtturm Alte Weser	2021-04-23	5.6	6.4	7	NULL	9.9	9.6	15.2
Leuchtturm Alte Weser	2021-04-24	5.1	6.4	7	NULL	12.6	9.2	13.7
Leuchtturm Alte Weser	2021-04-25	5.2	6.4	7.1	NULL	12.2	6.6	13.5
Leuchtturm Alte Weser	2021-04-26	5.6	6.2	7.6	NULL	13.8	4.3	12.4
Leuchtturm Alte Weser	2021-04-27	5.4	8.1	11.2	NULL	13.6	8.1	13.3
Leuchtturm Alte Weser	2021-04-28	5.6	8.7	11.5	NULL	12.1	7.9	12.3
Leuchtturm Alte Weser	2021-04-29	7.2	8.3	10.6	NULL	2.7	7.6	11.8
Leuchtturm Alte Weser	2021-04-30	7.8	8.8	11.6	NULL	2.5	3.5	7.9
Leuchtturm Alte Weser	2021-05-01	5.2	8.2	10.9	NULL	3	3.7	11.1
Leuchtturm Alte Weser	2021-05-02	5.9	6.9	7.6	NULL	4.5	7.8	15.7
Leuchtturm Alte Weser	2021-05-03	5.3	7	8.8	NULL	4.7	8.4	16.5
Leuchtturm Alte Weser	2021-05-04	6	8.1	10	NULL	1.1	16.7	28.7
Leuchtturm Alte Weser	2021-05-05	5	6.8	7.6	NULL	0.9	20.8	28.4
Leuchtturm Alte Weser	2021-05-06	5.1	6.8	7.6	NULL	13	9.8	22.8
Leuchtturm Alte Weser	2021-05-07	2.5	6.6	8.1	NULL	6.9	9.4	19.2
Leuchtturm Alte Weser	2021-05-08	5.7	8.5	12.3	NULL	7.4	8.6	19.4
Leuchtturm Alte Weser	2021-05-09	10.1	16.9	24.6	NULL	8.6	10.5	21.1
Leuchtturm Alte Weser	2021-05-10	11.5	15.8	20.1	NULL	3.1	7.3	17.7
Leuchtturm Alte Weser	2021-05-11	9.2	11	13.3	NULL	0.1	6.3	10.3
Leuchtturm Alte Weser	2021-05-12	8.2	9.4	10.1	NULL	2.983	6	9.9
Leuchtturm Alte Weser	2021-05-13	6.8	7.8	8.6	NULL	0	4.6	8.2
Leuchtturm Alte Weser	2021-05-14	7.8	8.2	8.7	NULL	0	6.4	9.2
Leuchtturm Alte Weser	2021-05-15	7.6	9.5	11.3	NULL	1.4	4.6	8.7
Leuchtturm Alte Weser	2021-05-16	9.2	10.2	13.8	NULL	4.3	3.5	10.7
Leuchtturm Alte Weser	2021-05-17	8.7	9.9	11.9	NULL	4	3.2	8.4
Leuchtturm Alte Weser	2021-05-18	9.3	9.6	10	NULL	9.9	5.2	9.4
Leuchtturm Alte Weser	2021-05-19	8.7	10.2	14.3	NULL	12.4	3.4	7.8
Leuchtturm Alte Weser	2021-05-20	9.4	10.9	14.2	NULL	10.6	4.3	16.3
Leuchtturm Alte Weser	2021-05-21	8.2	11.8	13.4	NULL	3	10.4	25.5
Leuchtturm Alte Weser	2021-05-22	8.4	10.4	12.2	NULL	0.1	15.3	23.1
Leuchtturm Alte Weser	2021-05-23	9.1	10.2	12.1	NULL	6.3	8.2	17.2
Leuchtturm Alte Weser	2021-05-24	10.5	12	15.9	NULL	0.3	7.6	12.9
Leuchtturm Alte Weser	2021-05-25	8.4	9.7	11.5	NULL	1.8	9.1	16.9
Leuchtturm Alte Weser	2021-05-26	8.5	9.9	11	NULL	3.5	12.7	21.3
Leuchtturm Alte Weser	2021-05-27	8.7	10	11	NULL	4	11.3	20.1
Leuchtturm Alte Weser	2021-05-28	7.8	9.3	10	NULL	1.4	8	13.5
Leuchtturm Alte Weser	2021-05-29	8.4	9	9.6	NULL	0.3	4.4	8.2
Leuchtturm Alte Weser	2021-05-30	7.7	9.2	11	NULL	3.1	4	6.2
Leuchtturm Alte Weser	2021-05-31	10.9	13.3	15.8	NULL	15.7	5.6	10.4
Leuchtturm Alte Weser	2021-06-01	13.2	15.3	19.3	NULL	12.9	5.4	10.1
Leuchtturm Alte Weser	2021-06-02	12.4	16.1	21.7	NULL	13.5	8.8	13.4
Leuchtturm Alte Weser	2021-06-03	15.8	18.1	20	NULL	4.1	9.4	15.8
Leuchtturm Alte Weser	2021-06-04	13.9	16.4	19.9	NULL	11.3	4.7	9.7
Leuchtturm Alte Weser	2021-06-05	12.9	16.1	18.7	NULL	1.1	6.2	10.7
Leuchtturm Alte Weser	2021-06-06	12.2	12.8	13.3	NULL	0	7.4	10.4
Leuchtturm Alte Weser	2021-06-07	10.9	12.7	13.9	NULL	7.8	6.6	9.3
Leuchtturm Alte Weser	2021-06-08	10.8	13.4	15.9	NULL	12.9	4	6.8
Leuchtturm Alte Weser	2021-06-09	14.4	16.5	19.7	NULL	15.6	2.2	4.3
Leuchtturm Alte Weser	2021-06-10	15.4	17.5	21.5	NULL	14	1.7	3.8
Leuchtturm Alte Weser	2021-06-11	13.8	16.2	19.4	NULL	12	6.3	13.4
Leuchtturm Alte Weser	2021-06-12	13.3	14.1	14.7	NULL	9.1	9.5	14.7
Leuchtturm Alte Weser	2021-06-13	13	13.8	15.2	NULL	15.5	7.6	13.4
Leuchtturm Alte Weser	2021-06-14	13.9	16.6	20.4	NULL	13.6	7.3	13
Leuchtturm Alte Weser	2021-06-15	13.7	14.2	15.2	NULL	13	4.1	6.9
Leuchtturm Alte Weser	2021-06-16	14.5	19.3	24.9	NULL	15.4	4.7	11.3
Leuchtturm Alte Weser	2021-06-17	16.8	23.9	31.5	NULL	14	8.3	14.7
Leuchtturm Alte Weser	2021-06-18	15.5	17.4	23.1	NULL	6.8	7.9	25.9
Leuchtturm Alte Weser	2021-06-19	15.4	18.1	20.8	NULL	11.5	7.1	12.5
Leuchtturm Alte Weser	2021-06-20	13.9	16.6	20.4	NULL	8.6	9.1	17.6
Leuchtturm Alte Weser	2021-06-21	12.5	13.9	15.3	NULL	0	10.1	16.8
Leuchtturm Alte Weser	2021-06-22	12.9	13.6	14.1	NULL	9.1	7.8	12.1
Leuchtturm Alte Weser	2021-06-23	13	13.5	13.9	NULL	0.2	5	8.4
Leuchtturm Alte Weser	2021-06-24	13.4	13.7	14.9	NULL	1.9	4.4	7.6
Leuchtturm Alte Weser	2021-06-25	13.1	16.3	19.9	NULL	8.7	2.9	5.2
Leuchtturm Alte Weser	2021-06-26	15.8	17.2	18.3	NULL	6.9	3.7	8.3
Leuchtturm Alte Weser	2021-06-27	15.6	16	16.7	NULL	13.5	5.8	10
Leuchtturm Alte Weser	2021-06-28	15.3	18.5	21.3	NULL	11.6	8.2	12.3
Leuchtturm Alte Weser	2021-06-29	14.9	18	20.7	NULL	0	5.1	12.2
Leuchtturm Alte Weser	2021-06-30	13.9	14.8	17.9	NULL	0	7.7	11.7
Leuchtturm Alte Weser	2021-07-01	15.6	16.5	17.9	NULL	7.7	7.3	10.1
Leuchtturm Alte Weser	2021-07-02	14.8	15.8	17.2	NULL	15.3	5.9	10
Leuchtturm Alte Weser	2021-07-03	15.3	15.8	16.9	NULL	11.3	3.6	6.4
Leuchtturm Alte Weser	2021-07-04	16.1	18.6	22.1	NULL	4.5	3.5	13.1
Leuchtturm Alte Weser	2021-07-05	14.1	17.2	19.2	NULL	3.9	4.6	15
Leuchtturm Alte Weser	2021-07-06	16.1	19.4	22.7	NULL	7.6	10.7	18
Leuchtturm Alte Weser	2021-07-07	15.6	17.8	22	NULL	9.3	6.7	12.9
Leuchtturm Alte Weser	2021-07-08	17.3	18.6	23.4	NULL	7.9	4.1	8.8
Leuchtturm Alte Weser	2021-07-09	16.2	16.7	17.5	NULL	5.6	6.7	9.3
Leuchtturm Alte Weser	2021-07-10	16.3	16.8	17.5	NULL	8.4	5.3	9.2
Leuchtturm Alte Weser	2021-07-11	16.8	18.7	21.4	NULL	12.7	6	15.8
Leuchtturm Alte Weser	2021-07-12	19.3	20.9	23	NULL	6	4.1	8.9
Leuchtturm Alte Weser	2021-07-13	18.6	20.6	22.6	NULL	4.2	6	13.4
Leuchtturm Alte Weser	2021-07-14	18.5	20.1	21.5	NULL	1.6	8.7	15.5
Leuchtturm Alte Weser	2021-07-15	17	18.4	21.1	NULL	6	11.7	18.2
Leuchtturm Alte Weser	2021-07-16	16.8	17.8	19.3	NULL	9.2	7.5	14.9
Leuchtturm Alte Weser	2021-07-17	17.9	18.3	19.2	NULL	14.5	9.2	14.3
Leuchtturm Alte Weser	2021-07-18	16.6	17.7	18.7	NULL	8.8	8	13.5
Leuchtturm Alte Weser	2021-07-19	15.9	16.5	17.1	NULL	1.8	7.6	13.2
Leuchtturm Alte Weser	2021-07-20	15.7	16.7	17.9	NULL	2.2	6.7	11.8
Leuchtturm Alte Weser	2021-07-21	15.9	17.1	17.7	NULL	5.5	6.4	10.4
