Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
Boizenburg	2021-07-12	16	22.4	28.5	0	9.5	3	10.2
Boizenburg	2021-07-13	18	23.5	29.5	6.8	9	2.3	7.2
Boizenburg	2021-07-14	16.3	21.6	27.1	0	5.3	2.9	10.1
Boizenburg	2021-07-15	14.9	22.3	28.7	0	11.9	1.8	5.3
Boizenburg	2021-07-16	17.8	22.4	29.3	0	4.8	2.6	8.1
Boizenburg	2021-07-17	16.3	22	28.1	0	13.7	3.1	10.2
Boizenburg	2021-07-18	13.2	20	26.8	0	9.5	3.1	10.1
Boizenburg	2021-07-19	12.8	16.6	19.6	0	0.3	2.5	8.5
Boizenburg	2021-07-20	11.5	16.9	22.8	0	2.8	2.7	8.3
Boizenburg	2021-07-21	12.8	17.8	22.8	0	1.1	2.8	8.7
Boizenburg	2021-07-22	11.8	16.9	23.2	0.4	8.6	2	9.2
Boizenburg	2021-07-23	11.2	16.4	21.5	0	0.9	1.8	5.5
Boizenburg	2021-07-24	11.2	21.6	29.9	1.4	12.4	2.5	8.6
Boizenburg	2021-07-25	17.9	22.8	29.6	0	7.6	2	6.8
Boizenburg	2021-07-26	16.3	21.4	27.6	20.7	7.5	1.8	9.4
Boizenburg	2021-07-27	16.3	21	26.5	6.6	10.5	3.1	11.4
Boizenburg	2021-07-28	15.8	19.3	24.3	1.3	8.6	3.2	8.9
Boizenburg	2021-07-29	14.3	18.1	23	0.2	6.8	4.6	14.6
Boizenburg	2021-07-30	12.8	19	25.1	0.6	11.8	3.8	11.3
Boizenburg	2021-07-31	14.6	17.6	20.8	1.5	4.1	5	18.6
Boizenburg	2021-08-01	13.3	17.3	22.8	0.7	3.7	3.3	9.4
Boizenburg	2021-08-02	11.6	15.1	21	0.3	2.5	3.7	11.1
Boizenburg	2021-08-03	10.8	16.8	23.1	0	6	2	5.7
Boizenburg	2021-08-04	14.1	17.3	23.6	0	2.9	2	9
Boizenburg	2021-08-05	13.5	18.7	25.8	12.4	4.6	2.8	10
Boizenburg	2021-08-06	13.3	18.3	26.2	5.1	8.2	3.1	11.8
Boizenburg	2021-08-07	13.3	18	25.2	10.7	6.9	2.5	13.3
Boizenburg	2021-08-08	12.8	16.8	21.5	0.3	2.6	4.1	13.2
Boizenburg	2021-08-09	12	16.5	21.6	1.7	5.6	3.4	10.4
Boizenburg	2021-08-10	11.2	15.5	21.9	5.1	2.2	2.5	9.2
Boizenburg	2021-08-11	12.3	17.6	23.9	0	8.6	2.5	7.5
Boizenburg	2021-08-12	12.1	20.7	28.8	0	9.9	2	8.2
Boizenburg	2021-08-13	14.9	21.6	27.9	0	9	2.5	9.6
Boizenburg	2021-08-14	14	18.9	25.8	0	6	3.4	11.6
Boizenburg	2021-08-15	13.9	19.6	25.7	4.8	3.6	2.3	8
Boizenburg	2021-08-16	12.1	15.2	18.5	8.7	0.2	4.2	16.6
Boizenburg	2021-08-17	13	14.2	17	4.5	0.5	5.3	13.7
Boizenburg	2021-08-18	12.7	15.7	19.5	0.8	0.2	4.5	12.3
Boizenburg	2021-08-19	13.9	16.2	19.2	6.8	0.4	3.8	11.1
Boizenburg	2021-08-20	12.8	15.6	20.1	1.9	0.7	2.1	7.8
Boizenburg	2021-08-21	11.2	16.9	22.1	0	4.8	1.7	5
Boizenburg	2021-08-22	14.5	15.8	18.4	13.7	0	2.7	7.7
Boizenburg	2021-08-23	11	17.1	23.6	0	10.3	3.4	11.7
Boizenburg	2021-08-24	10.2	15.5	22.1	0	9.9	2.2	6.8
Boizenburg	2021-08-25	9.4	14.7	19.5	1	2.3	3.6	13.5
Boizenburg	2021-08-26	12	14.6	19.5	0.4	3.2	3.2	11
Boizenburg	2021-08-27	12.2	14.9	19.3	6.3	2.5	3.2	9.7
Boizenburg	2021-08-28	12.7	14.7	17.2	10.8	0.1	2.2	8.5
Boizenburg	2021-08-29	14	15.6	17.9	0.5	0	2.6	10.5
Boizenburg	2021-08-30	13.3	16.2	19.2	0	1.6	3	10.7
Boizenburg	2021-08-31	11.8	16.8	22.7	0	11	2.5	9.9
Boizenburg	2021-09-01	13.2	17.5	23.6	0	8.3	2.6	7.5
Boizenburg	2021-09-02	11.3	15.1	18.9	0	0.7	1.8	5.6
Boizenburg	2021-09-03	10.2	15.2	21.6	0	7.9	3.2	9
Boizenburg	2021-09-04	9	14.6	19.8	0	3	1.9	5.8
Boizenburg	2021-09-05	9.4	14.3	20.3	0	8.1	2	5.7
Boizenburg	2021-09-06	9.4	15.2	21	0	4.7	1.5	6.2
Boizenburg	2021-09-07	10.8	16.5	22.8	0	10.5	1.4	4.2
Boizenburg	2021-09-08	11.4	17.7	25	0	10.2	2.1	6.2
Boizenburg	2021-09-09	13.4	19.8	26.9	0	11.2	2.5	8.4
Boizenburg	2021-09-10	15.9	19.3	24.2	29.5	2.9	2.1	22.8
Boizenburg	2021-09-11	16.8	18.6	21.9	0.2	0.9	2.9	8.3
Boizenburg	2021-09-12	13.3	17.6	21.3	0.1	1.9	3.1	9.2
Boizenburg	2021-09-13	12.3	14.9	17.7	0	0.2	1.8	5.7
Boizenburg	2021-09-14	12.7	16.7	22.1	0	7.7	2.5	6.9
Boizenburg	2021-09-15	14.3	16.2	18	14.4	0	2.5	7.3
Boizenburg	2021-09-16	14.1	16	19.2	0.4	0.7	4.2	10.9
Boizenburg	2021-09-17	12.4	14.2	15.6	0.6	1.9	2.9	10.2
Boizenburg	2021-09-18	10.1	14.1	16.9	0.4	0	2.4	8.1
Boizenburg	2021-09-19	9.8	12.7	16	0	0.3	2.7	6.4
Boizenburg	2021-09-20	8.5	11.8	16.5	0	1	1.7	5.8
Boizenburg	2021-09-21	7.6	11.7	15.8	1.5	0.1	2.9	8.8
Boizenburg	2021-09-22	10.1	14	19.2	0	5	3	8.7
Boizenburg	2021-09-23	11.1	13.8	16.5	1.4	0	5.5	15.5
Boizenburg	2021-09-24	9.5	14.4	17.5	0.2	0	4.3	9.7
Boizenburg	2021-09-25	13.5	16.9	21.6	0	2.1	2.8	8
Boizenburg	2021-09-26	13.5	18.4	24.3	17.5	6.4	2.6	7.8
Boizenburg	2021-09-27	14.3	18	22.2	0.5	3	2.1	10.2
Boizenburg	2021-09-28	10.3	14.3	19.5	0	7	1.9	6.5
Boizenburg	2021-09-29	9.2	11.2	16.2	7.3	1.1	3.3	14.5
Boizenburg	2021-09-30	9.6	11.8	16.3	0	4.5	5.4	16.5
Boizenburg	2021-10-01	9.6	13	18	0.4	6	3	9.9
Boizenburg	2021-10-02	11.1	13.5	16.4	0.3	0.1	2.8	9.4
Boizenburg	2021-10-03	12.4	18	20.6	0.2	0.1	4	13.2
Boizenburg	2021-10-04	9	12.7	17	0	1.9	2.4	7.5
Boizenburg	2021-10-05	8.8	10.5	12	4.1	0	2.3	6.4
Boizenburg	2021-10-06	7.7	11.9	16	0	5	2.7	9.2
Boizenburg	2021-10-07	5.1	10.5	16.9	0	9	1.4	5.2
Boizenburg	2021-10-08	4.5	9.7	14.1	0	4.1	1.6	5.2
Boizenburg	2021-10-09	4.3	9.2	15.3	0	9	2.7	8.6
Boizenburg	2021-10-10	2.4	7.4	13.9	0	7.7	2.4	6.7
Boizenburg	2021-10-11	7.1	10.1	16.1	7.6	5.1	3.3	10.6
Boizenburg	2021-10-12	3.7	8.1	12.8	1	6.4	3	9.1
Boizenburg	2021-10-13	2.8	7.6	12.8	1.3	4.2	2.8	6.5
Boizenburg	2021-10-14	9.1	11.6	13.5	2.4	0	4	11.9
Boizenburg	2021-10-15	6.7	10.9	13.8	2.9	4.1	4.3	13.1
Boizenburg	2021-10-16	6.8	9.1	12.1	0	0.8	3.2	7.8
Boizenburg	2021-10-17	7.4	9.5	11.1	0.2	0	2.9	7.6
Boizenburg	2021-10-18	8.3	11.3	14.5	0	0.2	2.6	7.2
Boizenburg	2021-10-19	9.1	12.9	16.3	0.7	0	3	9.7
Boizenburg	2021-10-20	12.4	15.5	17.8	7.7	0.2	5.4	15
Boizenburg	2021-10-21	5.1	9.8	14.8	9.1	0.5	5.7	18.4
Boizenburg	2021-10-22	5.1	6.5	9.5	12.5	0.8	5.9	17
Boizenburg	2021-10-23	4.9	7.9	11.7	0	5.5	3.8	9.9
Boizenburg	2021-10-24	3	7.2	12.6	0	8	2.8	7.8
Boizenburg	2021-10-25	2.2	8.2	13.6	0.4	5.5	2.4	7.3
Boizenburg	2021-10-26	9.4	11.3	14.6	0.2	0.9	3.5	10
Boizenburg	2021-10-27	11.6	13.2	14.3	0	0	4	10.5
Boizenburg	2021-10-28	6.5	11.5	17.2	0	7.7	2.8	7.8
Boizenburg	2021-10-29	3.8	9.4	15.3	0	7.5	3.2	8.6
Boizenburg	2021-10-30	6.6	10	12.4	0	2.4	3.2	8.3
Boizenburg	2021-10-31	9.6	12.7	14.9	0	2.6	3.5	10
Boizenburg	2021-11-01	6.6	11.4	14.3	0	1.9	3.1	9.2
Boizenburg	2021-11-02	4	7.8	12.4	0	4.5	1.5	5.2
Boizenburg	2021-11-03	3.8	6.7	9.6	3.9	3.2	1.5	3.8
Boizenburg	2021-11-04	6.5	7.4	8.5	9.2	0	2.8	9
Boizenburg	2021-11-05	5.8	8.1	11.2	0.1	1.4	4	10.9
Boizenburg	2021-11-06	7.8	8.8	10	0.7	0	4.7	10.9
Boizenburg	2021-11-07	7.4	9	11.4	6.2	2.9	5.8	13.2
Boizenburg	2021-11-08	7.2	8.5	10.6	1.7	2.4	4.1	11.5
Boizenburg	2021-11-09	4.6	8.2	12.4	0	6.5	2.6	7.9
Boizenburg	2021-11-10	2.2	7.1	10.9	0.2	6.5	2.3	6.4
Boizenburg	2021-11-11	7.8	8.7	9.7	0.1	0	2.8	7
Boizenburg	2021-11-12	3.7	7.3	9.7	0	0.5	2.8	8.8
Boizenburg	2021-11-13	3.7	5.6	7.5	0	0	2.7	6.9
Boizenburg	2021-11-14	6.2	6.9	7.8	0	0	2.5	8.6
Boizenburg	2021-11-15	5	5.9	6.6	0	0	3.3	7.4
Boizenburg	2021-11-16	3.7	4.6	5	0.4	0	2	5.6
Boizenburg	2021-11-17	3.2	5.1	7.5	0.9	0	3.1	9.1
Boizenburg	2021-11-18	4.8	8.3	10.6	0.8	0	5.4	14.3
Boizenburg	2021-11-19	10.6	11.7	12.6	0.1	0	5.7	12.5
Boizenburg	2021-11-20	8.2	10.2	11.5	2.5	0	4.8	11.1
Boizenburg	2021-11-21	4	7.3	9.5	0.6	2.6	3	9
Boizenburg	2021-11-22	0	3.1	7.1	0.2	6.4	2.8	7.9
Boizenburg	2021-11-23	3.7	6.7	9.4	0.5	2.6	3.5	8
Boizenburg	2021-11-24	5.4	6.6	7.7	0.3	0	2.9	6.7
Boizenburg	2021-11-25	2.8	4.8	6.3	0.4	0.3	3.2	9.8
Boizenburg	2021-11-26	1.7	3.2	4.5	1.3	0	3.5	7.4
Boizenburg	2021-11-27	2	2.6	3.2	2	0	3	7.4
Boizenburg	2021-11-28	1	2.2	3.4	0.9	0	2.4	6.1
Boizenburg	2021-11-29	-1.3	1	4.2	0.5	0.2	2.2	7
Boizenburg	2021-11-30	0.9	4.1	6.9	9.3	0.3	5.5	17.6
Boizenburg	2021-12-01	2.3	5.9	9	1.8	0.2	7	23.2
Boizenburg	2021-12-02	-2	0.9	3.4	0	5.2	4.8	16.8
Boizenburg	2021-12-03	-1	1.1	3.2	1.5	0.7	5	13
Boizenburg	2021-12-04	0.1	3.1	3.9	5.9	0	3.4	11.9
Boizenburg	2021-12-05	0.1	0.5	0.9	1.8	0	2.9	6.6
Boizenburg	2021-12-06	-1.3	-0.1	0.4	0	0	3.3	9.4
Boizenburg	2021-12-07	-0.9	-0.2	0.4	0	0	5.3	10.6
Boizenburg	2021-12-08	0.1	0.7	1.6	0.3	0	6.4	16.4
Boizenburg	2021-12-09	-1	-0.4	0.3	0	0	3.7	8
Boizenburg	2021-12-10	-0.1	0.5	1.4	0	0	2.7	6
Boizenburg	2021-12-11	0.3	2.1	4	0.6	2.1	2.8	8.5
Boizenburg	2021-12-12	1.3	4.1	7.9	4	0	3.1	7.6
Boizenburg	2021-12-13	7.8	9	10.4	0.4	0	2.8	6
Boizenburg	2021-12-14	7.3	7.8	8.1	0.1	0	3.3	8.3
Boizenburg	2021-12-15	7.9	9	10	0	0	4	9.7
Boizenburg	2021-12-16	5.1	7.5	9.7	0	3.7	3.2	7.8
Boizenburg	2021-12-17	5.7	6.2	7.2	0.5	0	2.9	8.3
Boizenburg	2021-12-18	5.9	6.9	8.4	0	0	3.7	11.9
Boizenburg	2021-12-19	-0.7	6	8.3	0	0.1	5	14.8
Boizenburg	2021-12-20	-2.4	0.3	5	0	6.1	2.7	6.7
Boizenburg	2021-12-21	-5.7	-2.2	2.3	0	5.5	1.8	3.9
Boizenburg	2021-12-22	-5.1	-3.8	-2.6	0	0	2.2	5.6
Boizenburg	2021-12-23	-4	-1.8	2.3	12.6	0	2.6	8
Boizenburg	2021-12-24	-7.1	0.6	4.2	4.2	0	3.3	10.3
Boizenburg	2021-12-25	-9.1	-6	-1.5	0	6.1	1.2	3.2
Boizenburg	2021-12-26	-10.7	-7.4	-4.2	0	6.1	3.2	7.7
Boizenburg	2021-12-27	-7.8	-3.3	0.1	0	0	5.4	10.5
Boizenburg	2021-12-28	-0.7	0.5	1.7	2.4	0	5.8	10.5
Boizenburg	2021-12-29	1.2	2.3	4.7	0.6	0	1.6	5
Boizenburg	2021-12-30	4.6	9.5	12	7.7	0	4.2	9.7
Boizenburg	2021-12-31	11.1	12.1	13.5	7.9	0	5.7	13.1
Boltenhagen	2021-01-05	2.9	3.9	4.7	0.8	0	12.7	17.3
Boltenhagen	2021-01-06	1	2.4	3.5	10.3	0	8.9	14.1
Boltenhagen	2021-01-07	1.1	1.9	3	0.9	0	2.4	9.7
Boltenhagen	2021-01-08	1.2	1.9	2.7	4.3	0	5.6	12.1
Boltenhagen	2021-01-09	-0.6	2.4	3.3	0	0	4.4	9
Boltenhagen	2021-01-10	-0.9	1.1	3.2	0.4	2.5	5.5	12.1
Boltenhagen	2021-01-11	2.7	3	3.7	5.7	0	7.9	17
Boltenhagen	2021-01-12	0.7	3.1	5.7	0.7	3.6	6.2	16.3
Boltenhagen	2021-01-13	0.6	1.8	3.3	3.2	0.4	10.5	22.2
Boltenhagen	2021-01-14	1.2	2.1	2.6	0.5	0	9.2	21
Boltenhagen	2021-01-15	-1.5	-0.2	1.5	0.4	0	6.5	11.6
Boltenhagen	2021-01-16	-4.2	-1.2	0.9	0	1.5	4.6	11.8
Boltenhagen	2021-01-17	-4.9	-2.7	0.5	0	6.2	2.9	6.6
Boltenhagen	2021-01-18	-2.2	0.9	3.8	3.7	0	4.8	11.2
Boltenhagen	2021-01-19	1.1	3.2	8	9.6	0	5.4	12.7
Boltenhagen	2021-01-20	5.1	7.1	8.7	1	0.1	7.2	13.9
Boltenhagen	2021-01-21	4.6	6.9	9.5	2.3	4.2	7.6	23.6
Boltenhagen	2021-01-22	0.8	4.6	9.5	0.7	1.2	7.9	20.5
Boltenhagen	2021-01-23	-0.4	1.3	4.3	0	1.5	3.3	7.5
Boltenhagen	2021-01-24	-0.6	0.6	1.7	2.1	0	2.7	5.9
Boltenhagen	2021-01-25	-1.5	0.9	2.2	0.1	0.2	4.2	8.6
Boltenhagen	2021-01-26	-2.4	0.5	3.3	0	1.2	4.7	11.8
Boltenhagen	2021-01-27	-1	1.3	3.5	0	0	3.8	7.9
Boltenhagen	2021-01-28	-0.3	0.8	2.8	0	0.1	5.1	11.2
Boltenhagen	2021-01-29	-0.8	0	1.2	1.5	0	6.1	10.9
Boltenhagen	2021-01-30	-6.1	-0.7	1.7	0	3	4.9	12
Boltenhagen	2021-01-31	-5.4	-2.6	1.8	0	5.7	5.4	11.7
Boltenhagen	2021-02-01	-6.1	-2.6	-0.2	0.3	1.3	4.6	10.5
Boltenhagen	2021-02-02	-3.5	-1.2	0.5	0	2	3.3	8
Boltenhagen	2021-02-03	-0.8	0.3	1.7	4.7	0	8	14.3
Boltenhagen	2021-02-04	0.4	1.5	2.1	0.1	0	8	15
Boltenhagen	2021-02-05	-0.5	0.4	1.2	0	0	9.5	16.1
Boltenhagen	2021-02-06	-3.2	-1.2	-0.1	0	3.1	11.8	17.4
Boltenhagen	2021-02-07	-4.5	-3.3	-2.3	0	0	15.7	22.8
Boltenhagen	2021-02-08	-4.7	-2.4	-0.8	0	0.1	15.8	23.4
Boltenhagen	2021-02-09	-7.4	-4.4	-1.7	6.6	0.1	4.9	21
Boltenhagen	2021-02-10	-2.5	-1.8	-1.1	0	0.8	10.8	18
Boltenhagen	2021-02-11	-3.7	-2.6	-1.6	0	4	7	13.3
Boltenhagen	2021-02-12	-4	-2.7	-1.5	0	7.4	6.6	12.1
Boltenhagen	2021-02-13	-10	-3.1	-0.1	0	6.7	3.6	7.9
Boltenhagen	2021-02-14	-12.2	-6.8	-0.6	0	8.9	3.8	7.3
Boltenhagen	2021-02-15	-6.2	-2.7	0.5	8.9	0	5.6	15.5
Boltenhagen	2021-02-16	-1.3	1.3	3.7	0.3	0	3.4	9.5
Boltenhagen	2021-02-17	2.1	4	5.7	2.3	0.3	6	13.7
Boltenhagen	2021-02-18	3.8	6.2	8.7	5.2	2.4	5.3	13.2
Boltenhagen	2021-02-19	1.9	5.1	8.5	0	4	5.5	12.1
Boltenhagen	2021-02-20	2.3	6.8	12.2	0	3	4.5	9.1
Boltenhagen	2021-02-21	4	8.3	14.5	0	9.2	3.4	7.6
Boltenhagen	2021-02-22	2.4	9	16.6	0	7.3	3.6	7.3
Boltenhagen	2021-02-23	5.4	10.2	15.4	0	2.3	4.2	9.1
Boltenhagen	2021-02-24	7.6	12.2	18.7	0	8.4	4.9	12.2
Boltenhagen	2021-02-25	6.7	11	17.4	0	7.5	5.5	13
Boltenhagen	2021-02-26	3.8	6.4	10.5	0	8.1	6.4	12.4
Boltenhagen	2021-02-27	3.1	5.3	8.6	0	3.6	5	9.8
Boltenhagen	2021-02-28	3.1	5.1	11.3	0	7.9	4	9.5
Boltenhagen	2021-03-01	0.1	3.5	5.5	0	4.9	2.8	7.4
Boltenhagen	2021-03-02	-2	0.7	3.6	0	0	2	4.4
Boltenhagen	2021-03-03	-2.1	3.1	9.1	0	8.8	2.8	12.5
Boltenhagen	2021-03-04	1.1	2.9	5.3	0	0	6.2	12.2
Boltenhagen	2021-03-05	-1.5	2	5.4	0	10.2	4.5	8.7
Boltenhagen	2021-03-06	-2.2	2.4	6.8	0	1.1	6.3	14
Boltenhagen	2021-03-07	1.2	3.8	7.2	0.8	1.7	8.1	15.9
Boltenhagen	2021-03-08	-0.6	1.6	4	0	10	3.2	7.5
Boltenhagen	2021-03-09	-2.1	1.8	7.4	0	9.4	3.4	9
Boltenhagen	2021-03-10	-2.8	3.1	7.7	11.6	5.4	4.7	12.6
Boltenhagen	2021-03-11	3.2	6.5	11.3	10.4	1.1	9.7	26.3
Boltenhagen	2021-03-12	3.6	6	9.2	2.7	2.2	9.1	20
Boltenhagen	2021-03-13	2.1	4.6	9.4	13.1	2.2	7.8	19.5
Boltenhagen	2021-03-14	3	5.1	9.2	0.9	3.6	7.6	16.8
Boltenhagen	2021-03-15	2.9	4.5	6.7	2.6	0.2	7.2	15.8
Boltenhagen	2021-03-16	0.7	3.4	7.3	0	7.5	4.8	10.9
Boltenhagen	2021-03-17	0.7	2.7	6.3	0	4.8	3.3	7.6
Boltenhagen	2021-03-18	1.3	3.5	6.1	0	5	3.5	8.9
Boltenhagen	2021-03-19	-2.9	1.6	3.4	0	5.6	7.5	13.9
Boltenhagen	2021-03-20	-2.4	2.1	4.7	0.1	0	6.4	14.4
Boltenhagen	2021-03-21	2.1	5.4	7.7	0	8	7	16.8
Boltenhagen	2021-03-22	1.2	4.6	8.9	0	7	5	11.2
Boltenhagen	2021-03-23	4.5	5.7	6.9	0	0	4.7	9.7
Boltenhagen	2021-03-24	5.5	8.4	13.4	0	4	3.5	9.2
Boltenhagen	2021-03-25	5	7.7	12.3	0	7.4	3.3	9.5
Boltenhagen	2021-03-26	2.5	9.7	15.9	0.1	9.9	4.3	10.4
Boltenhagen	2021-03-27	3.1	6.3	10	5.1	1.9	6.6	19.1
Boltenhagen	2021-03-28	1	6.7	11.7	0.8	1	6.6	14.6
Boltenhagen	2021-03-29	7.1	11.2	15.1	0	1.6	6.8	15.3
Boltenhagen	2021-03-30	5.6	12.5	19.8	0	11.8	4.8	10.6
Boltenhagen	2021-03-31	4.6	9.9	15.2	0	11.8	2.5	5.6
Boltenhagen	2021-04-01	3.2	7	11.4	0.1	0.2	6.2	14.2
Boltenhagen	2021-04-02	0.7	5.6	9.9	0	2.8	6	13.7
Boltenhagen	2021-04-03	0.3	5.4	8.3	0	12.2	5.6	11.9
Boltenhagen	2021-04-04	-0.9	4.9	8.3	3.3	0.6	6.7	17.7
Boltenhagen	2021-04-05	-0.1	3.4	6.2	0.8	6.8	10.6	21.7
Boltenhagen	2021-04-06	-0.5	2.1	6.8	1.4	8.4	7.8	16
Boltenhagen	2021-04-07	0	2.9	6.9	2.1	2.8	7.6	19.3
Boltenhagen	2021-04-08	1.9	4.6	7.7	0	4.8	7.8	16.2
Boltenhagen	2021-04-09	3.6	5.6	10.3	1.1	0.6	6.8	15.6
Boltenhagen	2021-04-10	3.1	4.9	6.7	2.6	8.4	4.3	10.7
Boltenhagen	2021-04-11	3.5	6.4	13.4	2	0.3	7.4	14.7
Boltenhagen	2021-04-12	0.1	4.4	9.2	0	8.2	5.8	13.4
Boltenhagen	2021-04-13	-0.8	4.4	9.8	0.5	9.6	6.6	18.2
Boltenhagen	2021-04-14	0.7	4.3	7.2	0	12	3.7	8.7
Boltenhagen	2021-04-15	3	5.8	8.4	0	10.8	3.8	8.7
Boltenhagen	2021-04-16	4.5	6.6	9.5	0	11.1	5	9.6
Boltenhagen	2021-04-17	5.3	7	8.9	0.1	9.7	5.7	10.6
Boltenhagen	2021-04-18	5.8	6.8	9	1.6	8	5.8	10.1
Boltenhagen	2021-04-19	4.5	6.7	9.1	0	8.9	3.8	7.9
Boltenhagen	2021-04-20	5.5	9.1	13.8	0	13.3	4.3	8.9
Boltenhagen	2021-04-21	2.1	7.7	12.5	0	8.2	6.3	15.2
Boltenhagen	2021-04-22	4.7	7.3	11.1	0	7.3	8.2	15.8
Boltenhagen	2021-04-23	3.9	7.5	11.5	0	10.1	5.7	11.1
Boltenhagen	2021-04-24	3	6.3	10.2	0	9.4	3.7	7.7
Boltenhagen	2021-04-25	3.8	6.8	9.7	0	12.1	5.5	12.7
Boltenhagen	2021-04-26	-0.1	5.6	8.4	0	12.4	3.5	8
Boltenhagen	2021-04-27	-0.4	5.8	8.5	0	13.7	5.9	14.7
Boltenhagen	2021-04-28	3.4	8.2	11.2	1	11.4	6.5	12.4
Boltenhagen	2021-04-29	6.5	7.1	8.7	21.9	0	6.4	12.4
Boltenhagen	2021-04-30	6.3	7.9	10.4	0	8.2	4.9	10.4
Boltenhagen	2021-05-01	5.2	8.3	11	1.4	3	4	7.9
Boltenhagen	2021-05-02	5.7	7.7	9.8	0.6	1.2	3.2	11
Boltenhagen	2021-05-03	4.8	7.5	11.7	1.2	4.5	5.9	14.1
Boltenhagen	2021-05-04	5.4	8.6	14.2	3.4	1.6	7.9	21.6
Boltenhagen	2021-05-05	4.3	6.9	9.4	8.2	0.6	11.4	22
Boltenhagen	2021-05-06	3.7	6.8	11.8	0.6	7.7	7.7	16.3
Boltenhagen	2021-05-07	0.2	6	11.7	0.8	6.4	6	15.8
Boltenhagen	2021-05-08	1.1	8.1	12.4	1.4	7.2	4.2	11.9
Boltenhagen	2021-05-09	8.4	17.9	25.2	0	11.1	6	12
Boltenhagen	2021-05-10	10.9	17.9	27.3	7.1	5.5	4.4	11.8
Boltenhagen	2021-05-11	9.9	11.1	13.6	0.3	1.4	5.5	10.8
Boltenhagen	2021-05-12	10.2	12.6	17	0.6	0.3	4.9	11
Boltenhagen	2021-05-13	9.4	10.4	11.2	4.5	0	4.4	9.5
Boltenhagen	2021-05-14	7.8	9.3	10.7	4.4	0	5.4	10.2
Boltenhagen	2021-05-15	7	9.4	13.4	2.8	4.1	4	9.8
Boltenhagen	2021-05-16	6.8	11.3	16.5	0	4	3.1	9.9
Boltenhagen	2021-05-17	6.2	10.6	14.5	4.2	6.1	2.2	8.4
Boltenhagen	2021-05-19	6.7	10.1	15.2	1.2	9.6	3.7	8.7
Boltenhagen	2021-05-20	5.4	10.7	15.5	0.4	4.8	3.4	10.4
Boltenhagen	2021-05-21	7.7	11.5	16.7	7.2	4.3	4.5	15.9
Boltenhagen	2021-05-22	7.1	10.9	15.8	1.7	4.7	6.4	16.9
Boltenhagen	2021-05-23	7	11	16.3	1.2	3.6	5.8	12.9
Boltenhagen	2021-05-24	7.2	14.2	20.2	1.3	8.8	5.7	14.6
Boltenhagen	2021-05-25	7.8	10.9	14.8	3.7	3	4.2	12.5
Boltenhagen	2021-05-26	7.6	10.3	14.5	4.5	4.1	5.3	14.5
Boltenhagen	2021-05-27	8.7	10.6	13.3	1.8	1.4	4.3	11
Boltenhagen	2021-05-28	7.4	11.4	15.5	0	9.8	4.2	8.3
Boltenhagen	2021-05-29	8.1	11.2	15.1	0	9.4	3	6.6
Boltenhagen	2021-05-30	6.5	10.1	13.1	0	3.9	2.3	5.2
Boltenhagen	2021-05-31	7.2	13.6	18.5	0	15.3	1.9	4.7
Boltenhagen	2021-06-01	10.3	14.3	18.1	0	7.4	4.3	10
Boltenhagen	2021-06-02	11.4	14.6	18.6	0	11.4	7.2	11.3
Boltenhagen	2021-06-03	13.8	18	23.6	2.7	9	5.9	14.2
Boltenhagen	2021-06-04	14.2	16.3	19.4	0	12	4.4	12.1
Boltenhagen	2021-06-05	14	16.3	18	0	11.5	4.8	10.7
Boltenhagen	2021-06-06	13.7	16	19	0	4.6	3.6	7.1
Boltenhagen	2021-06-07	13.5	16.8	20.3	0	5.6	3	7.5
Boltenhagen	2021-06-08	11.2	16.5	19.5	0	12	2.7	6.2
Boltenhagen	2021-06-09	9.8	16.4	20.8	0	14.7	2.2	6.8
Boltenhagen	2021-06-10	10.9	17	20.6	0	14.5	2.2	4.1
Boltenhagen	2021-06-11	11.9	18.4	23.7	0	11.9	2.8	8.5
Boltenhagen	2021-06-12	12.1	16.1	20.7	0.6	4.2	6.1	16.1
Boltenhagen	2021-06-13	9.7	15.2	20.2	0	9.7	6.1	13.1
Boltenhagen	2021-06-14	8.7	18.4	25.7	0	14.5	3.7	9.5
Boltenhagen	2021-06-15	10.3	15.6	17.5	0	11.3	3.7	9
Boltenhagen	2021-06-16	9	17.3	22.5	0	15.4	5	10.8
Boltenhagen	2021-06-17	15.9	23.9	32.7	0	14.7	3.9	9.5
Boltenhagen	2021-06-18	17.6	22.6	28.2	0	14.3	2.7	8
Boltenhagen	2021-06-19	18.7	23.6	30.4	0	13.8	3.9	10.5
Boltenhagen	2021-06-20	17.1	22	27.3	11.7	9.4	4.9	13.9
Boltenhagen	2021-06-21	13.8	16.7	19.3	0.1	0.7	7.5	12.8
Boltenhagen	2021-06-22	9.7	15.4	19.4	0	11.2	4.7	10.2
Boltenhagen	2021-06-23	9.5	15.7	19.6	0	4.1	3.4	7.5
Boltenhagen	2021-06-24	13.9	16.6	18.8	0	0.2	2.3	5.6
Boltenhagen	2021-06-25	12.2	16.5	20.2	0	8.9	3.4	6.9
Boltenhagen	2021-06-26	11.9	17.6	21.3	0	11.2	2.5	5.9
Boltenhagen	2021-06-27	12.4	17.7	20.9	0	10.8	3.1	6.1
Boltenhagen	2021-06-28	14.2	20	22.4	0.1	15.4	4.1	9
